"file","page_type","bucket","current_indexation_risk","recommended_action","reason"
"manatee-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"manatee-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"manatee-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"manatee-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"marion-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"marion-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"marion-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"marion-county-inherited-property.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"marion-county-probate.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"marion-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"marion-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"marion-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"marion-county-vacant-home.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"marion-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"martin-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"martin-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"martin-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"martin-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"martin-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"martin-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"martin-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"martin-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"martin-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"martin-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"melbourne-commercial-properties.html","city commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"melbourne.html","city page","A","Medium","Keep indexable now","City page targets strong local demand and supports the surrounding county structure."
"miami-commercial-properties.html","city commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"miami-dade-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"miami-dade-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"miami-dade-county-foreclosure.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"miami-dade-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"miami-dade-county-probate.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"miami-dade-county-rental.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"miami-dade-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"miami-dade-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"miami-dade-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"miami-dade-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"miami.html","city page","A","Medium","Keep indexable now","City page targets strong local demand and supports the surrounding county structure."
"monroe-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"monroe-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"monroe-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"monroe-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"monroe-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"monroe-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"monroe-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"monroe-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"monroe-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"monroe-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"nassau-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"nassau-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"nassau-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"nassau-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"nassau-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"nassau-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"nassau-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"nassau-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"nassau-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"nassau-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"north-florida.html","regional hub","A","Low","Keep indexable now","Regional hub supports discovery and connects city and county clusters."
"okaloosa-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"okaloosa-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"okaloosa-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"okaloosa-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"okaloosa-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"okaloosa-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"okaloosa-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"okaloosa-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"okaloosa-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"okaloosa-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"okeechobee-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"okeechobee-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"okeechobee-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"okeechobee-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"okeechobee-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"okeechobee-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"okeechobee-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"okeechobee-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"okeechobee-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"okeechobee-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"orange-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"orange-county-divorce.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"orange-county-foreclosure.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"orange-county-inherited-property.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"orange-county-probate.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"orange-county-rental.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"orange-county-repairs.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"orange-county-urgent-sale.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"orange-county-vacant-home.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"orange-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"orlando-commercial-properties.html","city commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"orlando.html","city page","A","Medium","Keep indexable now","City page targets strong local demand and supports the surrounding county structure."
"osceola-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"osceola-county-divorce.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"osceola-county-foreclosure.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"osceola-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"osceola-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"osceola-county-rental.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"osceola-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"osceola-county-urgent-sale.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"osceola-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"osceola-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"palm-beach-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"palm-beach-county-divorce.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"palm-beach-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"palm-beach-county-inherited-property.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"palm-beach-county-probate.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"palm-beach-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"palm-beach-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"palm-beach-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"palm-beach-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"palm-beach-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"pasco-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"pasco-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"pasco-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"pasco-county-inherited-property.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"pasco-county-probate.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"pasco-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"pasco-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"pasco-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"pasco-county-vacant-home.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"pasco-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"pensacola-commercial-properties.html","city commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"pensacola.html","city page","A","Medium","Keep indexable now","City page targets strong local demand and supports the surrounding county structure."
"pinellas-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"pinellas-county-divorce.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"pinellas-county-foreclosure.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"pinellas-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"pinellas-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"pinellas-county-rental.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"pinellas-county-repairs.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"pinellas-county-urgent-sale.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"pinellas-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"pinellas-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"polk-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"polk-county-divorce.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"polk-county-foreclosure.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"polk-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"polk-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"polk-county-rental.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"polk-county-repairs.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"polk-county-urgent-sale.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"polk-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"polk-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"port-st-lucie-commercial-properties.html","city commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"port-st-lucie.html","city page","A","Medium","Keep indexable now","City page targets strong local demand and supports the surrounding county structure."
"probate-complexity-counties.html","utility directory","C","High","Noindex, follow for now","Large county-plus-situation directory pages create crawl paths but are too thin and repetitive for indexing."
"probate-complexity-story.html","testimonial / story page","C","High","Noindex, follow for now","Proof-style content depends on composite or unverifiable local claims and should not be used as an index signal."
"probate-complexity.html","core service page","A","Medium","Keep indexable now","Strong statewide intent page that can support internal linking into local pages."
"putnam-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"putnam-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"putnam-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"putnam-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"putnam-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"putnam-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"putnam-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"putnam-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"putnam-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"putnam-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"relocating-from-florida.html","blog page","C","Medium","Noindex, follow for now","Support guide is currently under-supported and should stay out of the index until it earns stronger internal linking and editorial depth."
"santa-rosa-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"santa-rosa-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"santa-rosa-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"santa-rosa-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"santa-rosa-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"santa-rosa-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"santa-rosa-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"santa-rosa-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"santa-rosa-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"santa-rosa-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"sarasota-commercial-properties.html","city commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"sarasota-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"sarasota-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"sarasota-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"sarasota-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"sarasota-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"sarasota-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"sarasota-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"sarasota-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"sarasota-county-vacant-home.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"sarasota-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"sarasota.html","city page","A","Medium","Keep indexable now","City page targets strong local demand and supports the surrounding county structure."
"sell-house-fast-before-relocating-miami-miami-dade-county.html","blog page","C","High","Noindex, follow for now","Proof-style content depends on composite or unverifiable local claims and should not be used as an index signal."
"sell-house-fast-with-major-repairs-orlando-orange-county.html","blog page","C","High","Noindex, follow for now","Proof-style content depends on composite or unverifiable local claims and should not be used as an index signal."
"sell-inherited-house-fast-orlando-orange-county.html","blog page","C","High","Noindex, follow for now","Proof-style content depends on composite or unverifiable local claims and should not be used as an index signal."
"seminole-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"seminole-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"seminole-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"seminole-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"seminole-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"seminole-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"seminole-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"seminole-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"seminole-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"seminole-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"seo-audit-dashboard.html","utility page","C","High","Noindex, follow for now","Utility or test page that should stay out of the production index."
"service-areas.html","regional hub","A","Low","Keep indexable now","Core conversion or discovery page with clear statewide business relevance."
"situations.html","core service page","A","Low","Keep indexable now","Core conversion or discovery page with clear statewide business relevance."
"south-florida.html","regional hub","A","Low","Keep indexable now","Regional hub supports discovery and connects city and county clusters."
"st-johns-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"st-johns-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"st-johns-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"st-johns-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"st-johns-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"st-johns-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"st-johns-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"st-johns-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"st-johns-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"st-johns-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"st-lucie-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"st-lucie-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"st-lucie-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"st-lucie-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"st-lucie-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
